Key,English,Japanese
PROPQUEST_REQUESTBOX_INC_010004,You haven't finished the task yet.,まだ終えられていないようですよ。
PROPQUEST_REQUESTBOX_INC_010005,Mutated Aibatts,豹変したアイバット
PROPQUEST_REQUESTBOX_INC_010006,Tina has reported a new kind of Masquerpet called Zendros. Please could you kill 15 of them?,ティナから新種のモンスター＜ゼンドロス＞の報告がありました。お願いです、15匹討伐していただけませんか？
PROPQUEST_REQUESTBOX_INC_010007,You can find Zendros flying between Flaris and Saint morning continents.,フラリスとセイントモーニングの大陸を行き来すると、ゼンドロスが出現しているはずです。
PROPQUEST_REQUESTBOX_INC_010008,Dragonflies,トンボの大群
PROPQUEST_REQUESTBOX_INC_010009,Tina asked for help with reducing the Neparuba population as they're causing problems with transport. Could you kill 15 of them?,ティナから、輸送経路に＜ネパルバ＞が大量発生して問題になっているので、数を減らしてほしいという依頼がありました。15匹ほど討伐してきていただけませんか？
PROPQUEST_REQUESTBOX_INC_010010,You can find Neparuba flying between Flaris and Saint morning continents.,ネパルバはフラリスとセイントモーニングの大陸間で飛行しているはずです。
PROPQUEST_REQUESTBOX_INC_010011,Flybrigen Brigade,フリビーリーズンの大群
PROPQUEST_REQUESTBOX_INC_010012,Tina asked for help with reducing the Flybrigen population as they're causing problems with transport. Could you kill 15 of them?,ティナから、輸送経路に＜フリビーリーズン＞が大量発生して問題になっているので、数を減らしてほしいという依頼がありました。15匹ほど討伐してきていただけませんか？
PROPQUEST_REQUESTBOX_INC_010013,You can find Flybrigen flying between Saint Morning and Garden of Rhisis continents.,フリビーリーズンはセイントモーニングとリシスの庭に発生しています。
PROPQUEST_REQUESTBOX_INC_010014,Moth Infestation (2),蛾の発生 (2)
PROPQUEST_REQUESTBOX_INC_010015,Tina is asking for further help regarding the Mothbee infestation. Could you get rid of the Lord Mothbee?,ティナがモスビーの大量発生についてさらなる助けを求めています。ロード・モスビーを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010016,You can find the Lord Mothbee flying inbetween Northern Saint City & Flaris.,ロード・モスビーは、セイントシティ北部とフラリスの間を飛び回っています。
PROPQUEST_REQUESTBOX_INC_010017,Mutated Aibatts (2),豹変したアイバット (2)
PROPQUEST_REQUESTBOX_INC_010018,Tina is asking for further help regarding the Zendros threat. Could you get rid of the Lord Zendros?,ティナがゼンドロスの脅威についてさらなる助けを求めています。ロード・ゼンドロスを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010019,You can find the Lord Zendros flying between Flaris and Saint morning continents.,ロード・ゼンドロスは、フラリスとセイントモーニング大陸の間を飛び回っています。
PROPQUEST_REQUESTBOX_INC_010020,Dragonflies (2),トンボの大群 (2)
PROPQUEST_REQUESTBOX_INC_010021,Tina is asking for further help regarding the Neparuba threat. Could you get rid of the Lord Neparuba?,ティナがネパルバの脅威についてさらなる助けを求めています。ロード・ネパルバを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010022,You can find the Lord Neparuba flying between Flaris and Saint morning continents.,ロード・ネパルバは、フラリスとセイントモーニング大陸の間を飛び回っています。
PROPQUEST_REQUESTBOX_INC_010023,Flybrigen Brigade (2),フリビーリーズンの大群 (2)
PROPQUEST_REQUESTBOX_INC_010024,Tina is asking for further help regarding the Flybrigen threat. Could you get rid of the Lord Flybrigen?,ティナがフリビーリーズンの脅威についてさらなる助けを求めています。ロード・フリビーリーズンを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010025,You can find the Lord Flybrigen flying between Saint Morning and Garden of Rhisis continents.,ロード・フリビーリーズンは、セイントモーニングとリシスの庭園大陸の間を飛び回っています。
PROPQUEST_REQUESTBOX_INC_010026,Flying Circus,空飛ぶサーカス
PROPQUEST_REQUESTBOX_INC_010027,Dior asked for help with reducing the Rockepeller population as they're causing problems with transport between Darkon & Flaris. Could you kill 15 of them?,ディオールから、ロケッペラーの数を減らしてほしいと頼まれています。ダーコンとフラリス間の輸送に支障をきたしているとのことです。15体討伐していただけませんか？
PROPQUEST_REQUESTBOX_INC_010028,You can find Rockepeller flying between Flaris and Darkon continents.,ロケッペラーは、フラリスとダーコン大陸の間を飛び回っています。
PROPQUEST_REQUESTBOX_INC_010029,Zenma Hunting,ゼンマー ハンティング
PROPQUEST_REQUESTBOX_INC_010030,Almani asked for help with reducing the Zenma population as they're causing problems with forestation in Gouthan Mountains. Could you kill 15 of them?,アルマーニから、ゴウダン山脈の植林に支障をきたしているので、ゼンマーの数を減らす協力をしてほしいとの依頼がありました。15匹だけでよいので、討伐してきていただけないでしょうか？
PROPQUEST_REQUESTBOX_INC_010031,You can find Zenma flying above Gouthan Mountains.,ゼンマーはゴウダン山脈上空を飛びまわっています。
PROPQUEST_REQUESTBOX_INC_010032,"Hey look, a flying rat!",ほら見てみろ！ねずみが空を飛んでんぞ！
PROPQUEST_REQUESTBOX_INC_010033,"Almani asked for Longwings to be exterminated, as they have been attacking civilians. Could you kill 15 of them?",アルマーニから、＜ロングウィング＞が民間人を攻撃しているので駆除してほしいと依頼を受けています。15体討伐していただけませんか？
PROPQUEST_REQUESTBOX_INC_010034,You can find Longwings flying South-East of the Clockworks Cage in the mountains.,クロックワークスの永久牢獄の南東の山中にロングウィングは飛んでいます。
PROPQUEST_REQUESTBOX_INC_010035,Baby Meteonyker,小さなメテオニカ
PROPQUEST_REQUESTBOX_INC_010036,"Almani asked for Fafnirs to be exterminated, before they grow into Dragons! Please could you kill 15 of them?",アルマニからの依頼で、ドラゴンになる前に＜ファフニール＞を退治してくれ...とのことでした。私からもお願いです。15匹討伐していただけないでしょうか？
PROPQUEST_REQUESTBOX_INC_010037,"You can find Fafnirs flying near the Volcano in Darkon 3, Brekin.",ファフニールはダーコン3のブレッキン火山周辺に飛んでいるはずです。
PROPQUEST_REQUESTBOX_INC_010038,Prehistoric Birds,先史時代の鳥類
PROPQUEST_REQUESTBOX_INC_010039,Almani asked for Gorrudas to be exterminated. They are an imminent threat! Please could you kill 15 of them?,アルマーニから、＜ゴルーダ＞の討伐依頼です。このモンスターは危険なモンスターだとのことです。お願いです、15体討伐してきていただけませんか？
PROPQUEST_REQUESTBOX_INC_010040,"You can find Gorrudas flying West of the Deadwallderness, over the mountains.",ゴルーダは、デッドウィルダニス砂漠の西側の山周辺を飛んでいます。
PROPQUEST_REQUESTBOX_INC_010041,Flying Circus (2),空飛ぶサーカス (2)
PROPQUEST_REQUESTBOX_INC_010042,Dior asked for further help regarding the Rockepeller threat. Could you get rid of the Lord Rockepeller?,ディオールがロケッペラーの脅威についてさらなる助けを求めています。ロード・ロケッペラーを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010043,You can find the Lord Rockepeller flying between Flaris and Darkon continents.,ロード・ロケッペラーは、フラリスとダーコン大陸の間を飛び回っています。
PROPQUEST_REQUESTBOX_INC_010044,"Hey look, a flying rat! (2)",ほら見てみろ！ねずみが空を飛んでんぞ！ (2)
PROPQUEST_REQUESTBOX_INC_010045,Almani asked for further help regarding the Longwings threat. Could you get rid of the Lord Longwing?,アルマーニがロングウィングの脅威についてさらなる助けを求めています。ロード・ロングウィングを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010046,You can find the Lord Longwing flying South-East of the Clockworks Cage in the mountains.,ロード・ロングウィングは、山岳地帯にあるクロックワークスの永久牢獄の南東を飛び回っています。
PROPQUEST_REQUESTBOX_INC_010047,Baby Meteonyker (2),小さなメテオニカ (2)
PROPQUEST_REQUESTBOX_INC_010048,Almani asked for further help regarding the Fafnir threat. Could you get rid of the Lord Fafnir?,アルマーニがファフニールの脅威についてさらなる助けを求めています。ロード・ファフニールを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010049,"You can find the Lord Fafnir flying near the Volcano in Darkon 3, Brekin.",ロード・ファフニールは、ダーコン3のブレッキンにある火山付近を飛び回っています。
PROPQUEST_REQUESTBOX_INC_010050,Prehistoric Birds (2),先史時代の鳥類 (2)
PROPQUEST_REQUESTBOX_INC_010051,Almani asked for further help regarding the Gorruda threat. Could you get rid of the Lord Gorruda?,アルマーニがゴルーダの脅威についてさらなる助けを求めています。ロード・ゴルーダを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010052,"You can find the $QUEST_END_KILL_NAME$ flying West of the Deadwallderness, over the mountains.",$QUEST_END_KILL_NAME$ は、デッドウィルダニス砂漠の西側、山の上を飛んでいるを飛んでいるはずです。
PROPQUEST_REQUESTBOX_INC_010053,Zenma Hunting (2),ゼンマー ハンティング (2)
PROPQUEST_REQUESTBOX_INC_010054,Almani asked for further help regarding the Zenma threat. Could you get rid of the Lord Zenma?,アルマーニがゼンマーの脅威についてさらなる助けを求めています。ロード・ゼンマーを退治してもらえますか？
PROPQUEST_REQUESTBOX_INC_010055,You can find the Lord Zenma flying above Gouthan Mountains.,ロード・ゼンマーは、ゴウダン山脈の上空を飛び回っています。
PROPQUEST_REQUESTBOX_INC_020000,You can get $QUEST_END_ITEM_NAME$ from any type of Chimeradon.,$QUEST_END_ITEM_NAME$は、どのキメラドンからでも獲得できます。
PROPQUEST_REQUESTBOX_INC_020001,You can get $QUEST_END_ITEM_NAME$ from any type of Bearnerky.,$QUEST_END_ITEM_NAME$は、どのハニーシーカーからでも獲得できます。
PROPQUEST_REQUESTBOX_INC_020002,You can get $QUEST_END_ITEM_NAME$ from any type of Muffrin.,$QUEST_END_ITEM_NAME$ をマフリン・シェフたちから集める。
PROPQUEST_REQUESTBOX_INC_020003,You can get $QUEST_END_ITEM_NAME$ from any type of Popcrank.,$QUEST_END_ITEM_NAME$ をポップクランクたちから集める。
PROPQUEST_REQUESTBOX_INC_020004,You can collect $QUEST_END_ITEM_NAME$ from all types of Red Mantis.,$QUEST_END_ITEM_NAME$は、どのレッドマンティスからでも獲得できます。
PROPQUEST_REQUESTBOX_INC_020005,Obsessed with Crystals! (1),クリスタルに夢中！(1)
PROPQUEST_REQUESTBOX_INC_020006,Obsessed with Crystals! (2),クリスタルに夢中！(2)
PROPQUEST_REQUESTBOX_INC_020007,Obsessed with Crystals! (3),クリスタルに夢中！(3)
PROPQUEST_REQUESTBOX_INC_020008,Obsessed with Crystals! (4),クリスタルに夢中！(4)
PROPQUEST_REQUESTBOX_INC_020009,Obsessed with Crystals! (5),クリスタルに夢中！(5)
PROPQUEST_REQUESTBOX_INC_020010,Crystals! Hmmm.... $QUEST_END_ITEM_NAME$s! Could you please bring me some $QUEST_END_ITEM_NAME$!?,クリスタル!! うーん... $QUEST_END_ITEM_NAME$! $QUEST_END_ITEM_NAME$を持ってきてくれませんか!?
PROPQUEST_REQUESTBOX_INC_020011,You can get $QUEST_END_ITEM_NAME$ from any type of Medumet.,どの種類のメデュメットからでも $QUEST_END_ITEM_NAME$ を入手できます。
PROPQUEST_REQUESTBOX_INC_020012,You can get $QUEST_END_ITEM_NAME$ from any type of Yetti.,どのタイプのイエティからでも $QUEST_END_ITEM_NAME$ を入手できます。
PROPQUEST_REQUESTBOX_INC_020013,You can get $QUEST_END_ITEM_NAME$ from any type of Augu.,$QUEST_END_ITEM_NAME$ は、どのタイプのアウグからでも入手できます。
PROPQUEST_REQUESTBOX_INC_020014,You can get $QUEST_END_ITEM_NAME$ from any type of Ghost of the Forgotten.,$QUEST_END_ITEM_NAME$ は、どのタイプのゴーストからでも入手できます。
PROPQUEST_REQUESTBOX_INC_020015,You can get $QUEST_END_ITEM_NAME$ from any type of Mammoth.,どの種類のマンモスからでも $QUEST_END_ITEM_NAME$ を入手できます。
PROPQUEST_REQUESTBOX_INC_020016,You did it! Hooray! Here's your reward. Come back soon!,やったね！やったね！これはほんのお礼！また来てね！
PROPQUEST_REQUESTBOX_INC_020017,More! More!,もっと！もっと！
PROPQUEST_REQUESTBOX_INC_020018,Bring Broken Wings,折れた翼を持ってこい
PROPQUEST_REQUESTBOX_INC_020019,Tigar Bites,タイガーバイツ
PROPQUEST_REQUESTBOX_INC_020020,Googly-Eyed Gogloo,グーグリーアイド・ゴグルー
PROPQUEST_REQUESTBOX_INC_020021,Nippy Waters,ニッピーウォーターズ
PROPQUEST_REQUESTBOX_INC_020022,Hard Shell of the Creper,クレーパーのハードシェル
PROPQUEST_REQUESTBOX_INC_020023,Crumbly Purple Essence,もろいパープルエッセンス
PROPQUEST_REQUESTBOX_INC_020024,A Gray Picture of Dorian,ドリアンの灰色の写真
PROPQUEST_REQUESTBOX_INC_020025,King of Coral Island,珊瑚島の王
PROPQUEST_REQUESTBOX_INC_020026,Letter in a Bottle,ボトルの中の手紙
PROPQUEST_REQUESTBOX_INC_020027,Hello adventurer... would you bring me $QUEST_END_ITEM_NAME$ from the Atrox? I want to build giant wings I can soar the skies with! Bring me all you can find...,こんにちは冒険者..アトロックスから$QUEST_END_ITEM_NAME$を持ってきてくれませんか?空を飛ぶことができる巨大な翼を作りたい!あなたが見つけることができるすべてを持ってきてください..
PROPQUEST_REQUESTBOX_INC_020028,Tigars are known to have some of the strongest teeth in all of Madrigal. If you come across $QUEST_END_ITEM_NAME$ could you bring me a few? I'm crafting a giant dagger... it'll be HUGE!,タイガーは、マドリガル全土で最も強い歯を持っていることで知られています。$QUEST_END_ITEM_NAME$に出くわしたら、いくつか持ってきてもらえますか?巨大な短剣を作っています。それは巨大になるでしょう!
PROPQUEST_REQUESTBOX_INC_020029,The glass inside a Meral's $QUEST_END_ITEM_NAME$ can enhance a person's vision thrice their normal spotting distance. Collect me enough and I could build a telescope to peer halfway across the globe!,メレーの$QUEST_END_ITEM_NAME$の内側のガラスは、通常のスポッティング距離の3倍の視界を強化できます。私を集めれば、地球の裏側を覗き込むための望遠鏡を作ることができます!
PROPQUEST_REQUESTBOX_INC_020030,"All this inventing has me famished! Could you go get me some of the Kingster's $QUEST_END_ITEM_NAME$? We'll eat like kings! Don't worry, I'll share...",このすべての発明は私を飢えさせました!キングスターの$QUEST_END_ITEM_NAME$をもらってきてくれませんか?王様のように食べます!心配しないで、私は共有します..
PROPQUEST_REQUESTBOX_INC_020031,"After all that seafood I couldn't eat another bite! For this next invention, I need $QUEST_END_ITEM_NAME$ from the large crabs called Creper. From their hard carapace I will craft the strongest of armors. I forsee a fate in which doning this armor will save Coral Island!",あれだけの魚介類を食べた後、もう一口食べられませんでした!この次の発明のために、クリーパーという大きなカニの$QUEST_END_ITEM_NAME$が必要です。奴らの硬い甲殻から最強の鎧を作ろう。この鎧を身に着けることで珊瑚島が救われる運命を予見する!
PROPQUEST_REQUESTBOX_INC_020032,"The Naga are powerful warriors of the sea... their $QUEST_END_ITEM_NAME$ are said to hold magical powers that can be used to harness purple energy. I have a healthy fear of Purple Magic, but what doesn't kill you only makes you stronger.",ナーガは海の強力な戦士です。彼らの$QUEST_END_ITEM_NAME$は、紫色のエネルギーを利用するために使用できる魔法の力を持っていると言われています。私はパープルマジックを健全に恐れているが、あなたを殺さないものはあなたを強くするだけだ。
PROPQUEST_REQUESTBOX_INC_020033,The Dorian have risen from the seas around our island! Please defeat them and collect their $QUEST_END_ITEM_NAME$ as proof. My inventions can only hold them back for so long...,ドリアンが私たちの島の周りの海から上昇しました!彼らを倒し、証拠として$QUEST_END_ITEM_NAME$を回収してください。私の発明は、彼らを長く引き留めることしかできません。
PROPQUEST_REQUESTBOX_INC_020034,"The $QUEST_END_ITEM_NAME$ of the Okean must be mine! I know having their crown won't make me a king, but it will put me on the path of my dream. To be King of Coral Island!",オケアノスの$QUEST_END_ITEM_NAME$は私のものに違いない!彼らの王冠をかぶったからといって王になれるわけではないことはわかっているが、夢の道を歩むことはできる。珊瑚島の王になろう!
PROPQUEST_REQUESTBOX_INC_020035,"With the $QUEST_END_ITEM_NAME$ from the Kraken, I could finally write to all my friends across the oceans. There's never enough time to keep up with everyone...",クラーケンの$QUEST_END_ITEM_NAME$のおかげで、ようやく海の向こうの友達全員に手紙を書くことができました。みんなに追いつくのに十分な時間はありません..
PROPQUEST_REQUESTBOX_INC_020036,You may find $QUEST_END_ITEM_NAME$ from any of the Atrox crawling around the island.,$QUEST_END_ITEM_NAME$は、島を這い回るアトロックスのいずれかから見つけることができます。
PROPQUEST_REQUESTBOX_INC_020037,You may find $QUEST_END_ITEM_NAME$ from Tigars around the island.,$QUEST_END_ITEM_NAME$は、島のあちこちのタイガーで見つけることができます。
PROPQUEST_REQUESTBOX_INC_020038,You may find $QUEST_END_ITEM_NAME$ from the Meral patroling the beaches.,$QUEST_END_ITEM_NAME$は、ビーチをパトロールしているメレーから見つけることができます。
PROPQUEST_REQUESTBOX_INC_020039,You may find delicious $QUEST_END_ITEM_NAME$ from Kingsters in shallow waters around the island.,島の周りの浅瀬でKingstersのおいしい$QUEST_END_ITEM_NAME$を見つけることができます。
PROPQUEST_REQUESTBOX_INC_020040,You may find tough $QUEST_END_ITEM_NAME$ from Creper around the beach area.,ビーチエリア周辺のクリーパーのタフな$QUEST_END_ITEM_NAME$を見つけることができます。
PROPQUEST_REQUESTBOX_INC_020041,You may find $QUEST_END_ITEM_NAME$ from Naga around Coral Island.,$QUEST_END_ITEM_NAME$は、コーラル島周辺のナガで見つけることができます。
PROPQUEST_REQUESTBOX_INC_020042,You may find $QUEST_END_ITEM_NAME$ left behind by Dorian around Coral Island.,ドリアンが残した$QUEST_END_ITEM_NAME$は、コーラル島周辺で見つかるかもしれません。
PROPQUEST_REQUESTBOX_INC_020043,"You may find magnificient $QUEST_END_ITEM_NAME$ from Okean, deep in the waters of Coral Island's seas.",珊瑚島の海の奥深くにあるオケアノスから壮大な$QUEST_END_ITEM_NAME$を見つけることができます。
PROPQUEST_REQUESTBOX_INC_020044,You may find $QUEST_END_ITEM_NAME$ inside the bellies of the deep-sea Kraken.,$QUEST_END_ITEM_NAME$は、深海クラーケンの腹の中に見つかるかもしれません。
PROPQUEST_REQUESTBOX_INC_020045,"Please, don't make me go collect $QUEST_END_ITEM_NAME$ all on my own... I'm too busy dreaming up new inventions!",お願いだから、$QUEST_END_ITEM_NAME$を一人で集めに行かせないでくれ。.新しい発明を思いつくのに忙しすぎます!
PROPQUEST_REQUESTBOX_INC_020046,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be soaring the skies with ease. See you at the Rainbow Race!",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!もうすぐ、私は楽々と空を飛ぶことができるでしょう。レインボーレースでお会いしましょう!
PROPQUEST_REQUESTBOX_INC_020047,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have the biggest dagger in Madrigal. Hehehe, catch me showing off to the Demians!",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!もうすぐマドリガルで一番大きな短剣が手に入る。ふ、デミアンに見せびらかすのを捕まえろ!
PROPQUEST_REQUESTBOX_INC_020048,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll be able to see the sights without ever leaving my home!",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!もうすぐ、家から出ずに景色を見られるようになります!
PROPQUEST_REQUESTBOX_INC_020049,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! We're going to be so full! Eat up, it's time to feast!",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!お腹いっぱいになりそうです!食べて、ごちそうの時間です!
PROPQUEST_REQUESTBOX_INC_020050,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll have armor enough to defend Coral Island against all evil!",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!もうすぐ珊瑚島をあらゆる悪から守れるだけの鎧を手に入れよう!
PROPQUEST_REQUESTBOX_INC_020051,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Soon I'll know more about this Purple Magic... Perhaps one day enough to stop its evil from taking over Coral Island.",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!すぐに私はこの紫の魔法についてもっと知るでしょう..いつの日か、その悪がコーラル島を乗っ取るのを止めるのに十分でしょう。
PROPQUEST_REQUESTBOX_INC_020052,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! Those fishy creatures have a strange power that makes them age slower than others. Perhaps studying their teeth can give us insight to the Dorian's special powers.",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!これらの魚のような生き物は、他の生き物よりも老化を遅らせる奇妙な力を持っています。もしかしたら、彼らの歯を研究することで、ドリアンの特別な力を知ることができるかもしれません。
PROPQUEST_REQUESTBOX_INC_020053,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! It's just a dream... but I hope to one day greet you again as King of Coral Island.",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!ただの夢だ..しかし、いつの日か、珊瑚島の王として再びあなたに挨拶できることを願っています。
PROPQUEST_REQUESTBOX_INC_020054,"Thank you for collecting all those $QUEST_END_ITEM_NAME$, adventurer! I've decided to write these letters and deliver them myself. Thank you for everything... I hope to see you again one day!",冒険者の皆さん、$QUEST_END_ITEM_NAME$を全て集めてくれてありがとう!この手紙を自分で書いて届けることにしました。いつもありがとう..またいつかお会いできる日です!
PROPQUEST_REQUESTBOX_INC_020055,That isn't nearly enough $QUEST_END_ITEM_NAME$ for me to build one of my grand inventions... come back with more!,これは、私の壮大な発明の1つを構築するには、$QUEST_END_ITEM_NAME$が十分ではありません。もっと戻ってきてください!
PROPQUEST_REQUESTBOX_INC_020056,$QUEST_END_NPC_NAME$ cackles with glee! Soon their inventions will become a reality.,$QUEST_END_NPC_NAME$は歓喜の声を上げます!まもなく彼らの発明は現実のものとなるでしょう。
PROPQUEST_REQUESTBOX_INC_020057,The Skulls of the Hundur Sharpfoot,ワークウルフの頭骨
PROPQUEST_REQUESTBOX_INC_020058,"The Hundur Sharpfoot gather near Kaillun’s borders, and their skulls bear strange markings. The Muran need them to decipher the secrets behind their rituals.",ワークウルフはカイルルンの国境付近に集まり、その頭骨には奇妙な紋様が刻まれています。ムランはその儀式の秘密を解き明かすため、頭骨を必要としています。
PROPQUEST_REQUESTBOX_INC_020059,Excellent! The Muran are counting on you. Go gather 325 $QUEST_END_ITEM_NAME$ and return once you have enough. You can find them on the Hundur Sharpfoot.,素晴らしい！ムランはあなたを頼りにしています。$QUEST_END_ITEM_NAME$を325個集めて、十分な数になったら戻ってきてください。ワークウルフから入手できます。
PROPQUEST_REQUESTBOX_INC_020060,I see… but these creatures are growing more aggressive. Come back if you change your mind.,そうですか……ですが、あの生き物たちはますます凶暴化しています。気が変わったら戻ってきてください。
PROPQUEST_REQUESTBOX_INC_020061,"You haven't gathered enough skulls yet… Keep going, each specimen is important to us.",まだ頭骨が十分集まっていませんね……。続けてください、1つ1つの標本が私たちにとって重要なのです。
PROPQUEST_REQUESTBOX_INC_020062,Perfect! These skulls will be of great use to us. Kaillun thanks you for your determination.,完璧です！この頭骨は私たちにとって大いに役立つでしょう。カイルルンはあなたの決意に感謝します。
PROPQUEST_REQUESTBOX_INC_020063,The Skulls of the Samoset,ライカンガードの頭骨
PROPQUEST_REQUESTBOX_INC_020064,The Samoset spirits have grown increasingly aggressive in the plains. The sages of Kaillun seek their skulls to understand the source of their unusual unrest.,ライカンガードの霊は、平原でますます凶暴化しています。カイルルンの賢者たちは、その異常な不穏の原因を理解するため、頭骨を求めています。
PROPQUEST_REQUESTBOX_INC_020065,Thank you! The Samoset spirits are becoming unstable. Bring back 325 $QUEST_END_ITEM_NAME$ from the Samoset so we can analyze their unrest.,ありがとうございます！ライカンガードの霊は不安定になりつつあります。$QUEST_END_ITEM_NAME$を325個、ライカンガードから持ち帰ってください。彼らの不穏を分析するために必要です。
PROPQUEST_REQUESTBOX_INC_020066,Very well… but their unrest intensifies each day. Return if you change your mind.,わかりました……ですが、彼らの不穏は日々強まっています。気が変わったら戻ってきてください。
PROPQUEST_REQUESTBOX_INC_020067,"You still don't have enough… Keep going, we must understand what's disturbing them.",まだ足りません……続けてください、何が彼らを不安にさせているのか理解しなければなりません。
PROPQUEST_REQUESTBOX_INC_020068,Perfect! These skulls will help us uncover the truth. Thank you for your help.,完璧です！この頭骨は真実を解き明かす手がかりになるでしょう。ご協力ありがとうございました。
PROPQUEST_REQUESTBOX_INC_020069,The Claws of the Kyouchish,ライカンセンチネルの爪
PROPQUEST_REQUESTBOX_INC_020070,The Kyouchish have been injuring many Muran scouts with their corrosive strikes. Their claws are needed to craft a protective remedy.,ライカンセンチネルはその腐食性の一撃で多くのムランの偵察兵を負傷させています。防護用の治療薬を作るため、その爪が必要です。
PROPQUEST_REQUESTBOX_INC_020071,Good! Their claws are poisoning our scouts. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kyouchish.,よろしい！彼らの爪は私たちの偵察兵を毒しています。$QUEST_END_ITEM_NAME$を325個、ライカンセンチネルから持ち帰ってください。
PROPQUEST_REQUESTBOX_INC_020072,I understand… but we're running out of remedies. Return if you wish to help.,わかりました……ですが、治療薬が底をつきかけています。協力する気になったら戻ってきてください。
PROPQUEST_REQUESTBOX_INC_020073,"You're still missing some. The Kyouchish are dangerous, stay careful.",まだ足りません。ライカンセンチネルは危険です、気をつけてください。
PROPQUEST_REQUESTBOX_INC_020074,"Excellent! With these claws, our healers can prepare a proper antidote.",素晴らしい！この爪があれば、治療師たちが適切な解毒剤を用意できます。
PROPQUEST_REQUESTBOX_INC_020075,The Kanonicus Antidote,ライカンアーチャーの解毒剤
PROPQUEST_REQUESTBOX_INC_020076,The Kanonicus carry a natural antidote within their dorsal glands. Kaillun urgently needs it to heal warriors poisoned by the Lycans.,ライカンアーチャーは背中の腺に天然の解毒剤を持っています。カイルルンは、ライカンに毒された戦士たちを治療するため、これを緊急に必要としています。
PROPQUEST_REQUESTBOX_INC_020077,Thank you! Their natural antidote is vital for our wounded soldiers. Bring back 325 $QUEST_END_ITEM_NAME$ from the Kanonicus.,ありがとうございます！彼らの天然解毒剤は、負傷した兵士たちにとって不可欠です。$QUEST_END_ITEM_NAME$を325個、ライカンアーチャーから持ち帰ってください。
PROPQUEST_REQUESTBOX_INC_020078,A shame… several warriors are still waiting to be treated.,残念です……何人もの戦士がまだ治療を待っています。
PROPQUEST_REQUESTBOX_INC_020079,"You don’t have enough yet. Hurry, every drop counts.",まだ足りません。急いでください、一滴一滴が大切なのです。
PROPQUEST_REQUESTBOX_INC_020080,"Perfect! Thanks to you, we can finally treat our wounded.",完璧です！あなたのおかげで、ようやく負傷者を治療できます。
PROPQUEST_REQUESTBOX_INC_020081,The Magic Skulls of the Redcloud,ライカンソーサラーの魔法の頭骨
PROPQUEST_REQUESTBOX_INC_020082,The Redcloud generate a mysterious energy within their skulls. Muran shamans want to study this magic to reinforce the city's protective wards.,ライカンソーサラーは頭骨の中に不思議なエネルギーを生み出します。ムランの呪術師たちは、街の防護結界を強化するため、この魔力を研究したいと考えています。
PROPQUEST_REQUESTBOX_INC_020083,Very well! Their skulls contain a mysterious energy. We must study it. Bring back 325 $QUEST_END_ITEM_NAME$ from the Redcloud.,よろしい！彼らの頭骨には不思議なエネルギーが宿っています。研究しなければなりません。$QUEST_END_ITEM_NAME$を325個、ライカンソーサラーから持ち帰ってください。
PROPQUEST_REQUESTBOX_INC_020084,Alright… but this magic could strengthen our defenses.,わかりました……ですが、この魔力は私たちの防御を強化できるはずです。
PROPQUEST_REQUESTBOX_INC_020085,You don’t have enough energy-charged skulls yet. Keep going!,まだエネルギーを帯びた頭骨が足りません。続けてください！
PROPQUEST_REQUESTBOX_INC_020086,Excellent work! These skulls are a true source of power.,見事です！この頭骨はまさに力の源です。
PROPQUEST_REQUESTBOX_INC_020087,The Devil’s Teeth,デビルスピリットの牙
